,ID,Marital.Status,Gender,Income,Children,Education,Occupation,Home.Owner,Cars,Commute.Distance,Region,Age,Purchased.Bike
524,13283,Married,Male,80000,3,Partial College,Professional,No,2,0-1 Miles,North America,49,Yes
525,17471,Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,67,No
526,16791,Single,Male,60000,5,Bachelors,Management,Yes,3,10+ Miles,North America,59,Yes
527,15382,Married,Female,110000,1,Bachelors,Management,Yes,2,1-2 Miles,North America,44,No
528,11641,Married,Male,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,No
529,11935,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No
530,13233,Married,Male,60000,2,Partial College,Professional,Yes,1,10+ Miles,North America,57,Yes
531,25909,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Yes
532,14092,Single,Male,30000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,28,No
533,29143,Single,Female,60000,1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Yes
534,24941,Married,Male,60000,3,Bachelors,Management,Yes,2,10+ Miles,North America,66,No
535,24637,Married,Male,40000,4,High School,Professional,Yes,2,10+ Miles,North America,64,No
536,23893,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No
537,13907,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,41,Yes
538,14900,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Yes
539,11262,Married,Female,80000,4,Bachelors,Management,Yes,0,0-1 Miles,North America,42,No
540,22294,Single,Female,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Yes
541,12195,Single,Female,70000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,52,No
542,25375,Married,Male,50000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,No
543,11143,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,29,No
544,25898,Married,Female,70000,2,High School,Professional,Yes,2,2-5 Miles,North America,53,No
545,24397,Single,Male,120000,2,Bachelors,Management,No,4,1-2 Miles,North America,40,No
546,19758,Single,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,No
547,15529,Married,Male,60000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Yes
548,19884,Married,Male,60000,2,High School,Professional,Yes,2,2-5 Miles,North America,55,Yes
549,18674,Single,Female,80000,4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,48,No
550,13453,Married,Female,130000,0,Bachelors,Management,Yes,3,0-1 Miles,North America,45,Yes
551,14063,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Yes
552,27393,Married,Female,50000,4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No
553,14417,Single,Male,60000,3,High School,Professional,Yes,2,10+ Miles,North America,54,Yes
554,17533,Married,Male,40000,3,Partial College,Professional,No,2,5-10 Miles,North America,73,Yes
555,18580,Married,Female,60000,2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Yes
556,17025,Single,Male,50000,0,Partial College,Skilled Manual,No,1,2-5 Miles,North America,39,Yes
557,25293,Married,Male,80000,4,Bachelors,Management,Yes,0,1-2 Miles,North America,42,No
558,24725,Married,Female,40000,3,Partial College,Clerical,Yes,0,1-2 Miles,North America,31,No
559,23200,Married,Female,50000,3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,41,No
560,15895,Single,Female,60000,2,Bachelors,Management,Yes,0,10+ Miles,North America,58,No
561,18577,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,No
562,27218,Married,Female,20000,2,Partial High School,Clerical,No,1.45509586276488,0-1 Miles,North America,48,No
563,18560,Married,Female,70000,2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes
564,25006,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No
565,17369,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,No
566,14495,Married,Male,40000,3,Partial College,Professional,No,2,5-10 Miles,North America,54,Yes
567,18847,Married,Female,60000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,No
568,14754,Married,Male,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Yes
569,23378,Married,Male,70000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Yes
570,26452,Single,Male,50000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,No
571,20370,Married,Male,70000,3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,No
572,20528,Married,Male,40000,2,Partial High School,Skilled Manual,Yes,2,2-5 Miles,North America,55,No
573,23549,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
574,21751,Married,Male,60000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,63,No
575,21266,Single,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
576,13388,Single,Male,60000,2,Partial College,Professional,Yes,1,10+ Miles,North America,56,No
577,18752,Single,Female,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No
578,16917,Married,Male,120000,1,Bachelors,Management,Yes,4,0-1 Miles,North America,38,No
579,15313,Married,Male,60000,4,Bachelors,Management,Yes,2,2-5 Miles,North America,59,No
580,25329,Single,Female,40000,3,Partial College,Clerical,No,2,0-1 Miles,North America,32,No
581,20380,Married,Female,60000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,No
582,23089,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No
583,13749,Married,Male,80000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,No
584,24943,Married,Male,60000,3,Bachelors,Management,Yes,2,10+ Miles,North America,66,No
585,28667,Single,Male,70000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,37,Yes
586,15194,Single,Male,120000,2,Bachelors,Management,No,3,0-1 Miles,North America,39,Yes
587,17436,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,51,No
588,18935,Married,Female,130000,0,Graduate Degree,Management,Yes,3,1-2 Miles,North America,40,No
589,16871,Married,Female,90000,2,High School,Professional,Yes,1,10+ Miles,North America,51,Yes
590,12100,Single,Male,60000,2,Bachelors,Management,Yes,0,10+ Miles,North America,57,No
591,23158,Married,Female,60000,1,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Yes
592,18545,Married,Male,40000,4,High School,Professional,No,2,10+ Miles,North America,61,Yes
593,18391,Single,Female,80000,5,Partial College,Professional,Yes,2,5-10 Miles,North America,44,No
594,19812,Single,Female,70000,2,Partial College,Professional,Yes,0,5-10 Miles,North America,49,Yes
595,27660,Married,Male,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,No
596,18058,Single,Female,20000,3,High School,Skilled Manual,Yes,2,2-5 Miles,North America,78,No
597,20343,Married,Female,90000,4,Partial College,Professional,Yes,1,1-2 Miles,North America,45,No
598,28997,Single,Male,40000,2,High School,Professional,No,1,2-5 Miles,North America,58,Yes
599,24398,Married,Male,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,41,No
600,19002,Married,Female,60000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,57,Yes
601,28609,Married,Male,30000,2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,No
602,29231,Single,Male,80000,4,Partial College,Professional,No,2,0-1 Miles,North America,43,No
603,18858,Single,Male,60000,2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Yes
604,20000,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes
605,25261,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No
606,17458,Single,Male,70000,3,High School,Professional,Yes,0,5-10 Miles,North America,52,Yes
607,11644,Single,Male,40000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,No
608,16145,Single,Female,70000,5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,46,Yes
609,16890,Married,Male,60000,3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Yes
610,25983,Married,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,43,No
611,14633,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,No
612,22994,Married,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
613,22983,Single,Female,30000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,27,No
614,25184,Single,Male,110000,1,Partial College,Professional,Yes,4,5-10 Miles,North America,45,Yes
615,14469,Married,Female,1e+05,3,Partial College,Professional,Yes,4,1-2 Miles,North America,45,No
616,11538,Single,Female,60000,4,Graduate Degree,Skilled Manual,No,1.45509586276488,0-1 Miles,North America,47,Yes
617,16245,Single,Female,80000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,No
618,17858,Married,Male,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,44,Yes
619,25347,Single,Female,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,49,No
620,15814,Single,Female,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,30,No
621,11259,Married,Female,1e+05,4,Partial College,Professional,Yes,4,2-5 Miles,North America,41,Yes
622,11200,Married,Male,70000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,58,No
623,25101,Married,Male,60000,5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No
624,21801,Married,Female,70000,4,Partial College,Professional,Yes,1,1-2 Miles,North America,55,No
625,25943,Single,Female,70000,0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Yes
626,22127,Married,Male,60000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,No
627,20414,Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,No
628,23672,Married,Female,60000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,No
629,29255,Single,Male,80000,3,Partial College,Professional,No,1,1-2 Miles,North America,51,Yes
630,28815,Married,Female,50000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,No
631,27753,Married,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,No
632,27643,Single,Male,70000,5,Partial College,Professional,Yes,3,2-5 Miles,North America,44,No
633,13754,Single,Female,80000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,48,No
634,22088,Married,Female,130000,1,Bachelors,Management,Yes,2,0-1 Miles,North America,45,Yes
635,27388,Married,Male,60000,3,Bachelors,Management,No,2,1-2 Miles,North America,66,No
636,24745,Single,Female,30000,2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,No
637,29237,Single,Female,120000,4,Partial College,Professional,Yes,3,5-10 Miles,North America,43,Yes
638,15272,Single,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,No
639,18949,Single,Male,70000,0,Graduate Degree,Management,Yes,2,5-10 Miles,North America,74,Yes
640,14507,Married,Male,1e+05,2,Graduate Degree,Management,Yes,3,1-2 Miles,North America,65,No
641,25886,Married,Female,60000,2,Partial College,Professional,Yes,2,2-5 Miles,North America,56,Yes
642,21441,Married,Male,50000,4,Bachelors,Management,Yes,2,10+ Miles,North America,64,No
643,21741,Married,Female,70000,3,Partial College,Professional,Yes,2,5-10 Miles,North America,50,Yes
644,14572,Married,Female,70000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes
645,23368,Married,Female,60000,5,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No
646,16217,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,39,No
647,16247,Single,Female,60000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,No
648,22010,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No
649,25872,Single,Female,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,58,Yes
650,19164,Single,Female,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,38,Yes
651,18435,Single,Female,70000,5,Graduate Degree,Management,Yes,2,10+ Miles,North America,67,Yes
652,14284,Single,Male,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,Yes
653,11287,Married,Male,70000,5,Partial College,Professional,No,3,5-10 Miles,North America,45,No
654,13066,Single,Male,30000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes
655,29106,Single,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes
656,26236,Married,Female,40000,3,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,No
657,17531,Married,Male,60000,2,High School,Professional,No,2,5-10 Miles,North America,50,No
658,12964,Married,Male,70000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,No
659,19133,Single,Male,50000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Yes
660,24643,Single,Female,60000,4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No
661,21599,Married,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
662,22976,Single,Male,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Yes
663,27637,Single,Female,1e+05,1,Partial College,Professional,No,3,1-2 Miles,North America,44,No
664,11890,Married,Female,70000,5,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,47,No
665,28580,Married,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,40,Yes
666,14443,Married,Male,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,40,No
667,17864,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,46,Yes
668,20505,Married,Female,40000,5,High School,Professional,No,2,10+ Miles,North America,61,No
669,14592,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,No
670,22227,Married,Female,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,50,No
671,21471,Married,Male,70000,2,Partial College,Professional,Yes,1,10+ Miles,North America,59,No
672,22252,Single,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
673,21260,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
674,11817,Single,Female,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes
675,19223,Married,Female,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,48,No
676,18517,Married,Male,1e+05,3,Bachelors,Management,Yes,4,0-1 Miles,North America,41,No
677,21717,Married,Male,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,North America,47,No
678,13760,Married,Male,60000,4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No
679,18145,Married,Male,80000,5,Bachelors,Management,No,2,2-5 Miles,Europe,62,No
680,21770,Married,Male,60000,4,Bachelors,Management,Yes,2,10+ Miles,North America,60,No
681,11165,Married,Female,60000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,No
682,16377,Single,Female,80000,4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No
683,26248,Married,Male,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,52,No
684,23461,Married,Female,90000,5,Partial College,Professional,Yes,3,2-5 Miles,North America,40,No
685,29133,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No
686,27673,Single,Female,60000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes
687,12774,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Yes
688,18910,Single,Male,30000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
689,11699,Single,Male,60000,0,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,43,No
690,16725,Married,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,No
691,28269,Single,Female,130000,1,Bachelors,Management,No,1,2-5 Miles,North America,45,No
692,23144,Married,Male,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Yes
693,23376,Married,Male,70000,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,Yes
694,25970,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,Yes
695,28068,Single,Female,80000,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Yes
696,18390,Married,Male,80000,5,Partial College,Professional,Yes,2,0-1 Miles,North America,44,No
697,29112,Single,Male,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,30,No
698,14090,Married,Female,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,No
699,27040,Married,Male,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,No
700,23479,Single,Male,90000,0,Partial College,Professional,No,2,0-1 Miles,North America,43,Yes
701,16795,Married,Female,70000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,59,No
702,22014,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,No
703,13314,Married,Male,120000,1,High School,Professional,Yes,4,5-10 Miles,North America,46,Yes
704,11619,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,No
705,29132,Single,Female,40000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,42,Yes
706,11199,Married,Female,70000,4,Bachelors,Management,Yes,1,10+ Miles,North America,59,No
707,20296,Single,Female,60000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Yes
708,17546,Married,Female,70000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Yes
709,18069,Married,Male,70000,5,Bachelors,Management,Yes,4,10+ Miles,North America,60,No
710,23712,Single,Female,70000,2,Bachelors,Management,Yes,1,10+ Miles,North America,59,No
711,23358,Married,Male,60000,0,High School,Professional,Yes,2,5-10 Miles,North America,32,Yes
712,20518,Married,Female,70000,2,Partial College,Professional,Yes,1,10+ Miles,North America,58,No
713,28026,Married,Female,40000,2,High School,Professional,No,2,2-5 Miles,North America,59,No
714,11669,Single,Female,70000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,No
715,16020,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Yes
716,27090,Married,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Yes
717,27198,Single,Female,80000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,No
718,19661,Single,Male,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Yes
719,26327,Married,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
720,26341,Married,Female,70000,5,Graduate Degree,Professional,Yes,2,0-1 Miles,North America,37,No
721,24958,Single,Female,40000,5,High School,Professional,No,3,2-5 Miles,North America,60,Yes
722,13287,Single,Male,110000,4,Bachelors,Management,Yes,4,5-10 Miles,North America,42,Yes
723,14493,Single,Female,70000,3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,No
724,26678,Single,Female,80000,2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,No
725,23275,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,No
726,11270,Married,Male,130000,2,Graduate Degree,Management,Yes,3,0-1 Miles,North America,42,Yes
727,20084,Married,Male,20000,2,High School,Manual,No,2,0-1 Miles,North America,53,No
728,16144,Married,Male,70000,1,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,46,Yes
729,27731,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No
730,11886,Married,Female,60000,3,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Yes
731,24324,Single,Female,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes
732,22220,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,49,Yes
733,26625,Single,Female,60000,0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Yes
734,23027,Single,Male,130000,1,Bachelors,Management,No,4,0-1 Miles,North America,44,No
735,16867,Single,Female,130000,1,Bachelors,Management,No,3,0-1 Miles,North America,45,Yes
736,14514,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,26,No
737,19634,Married,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No
738,18504,Married,Male,70000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,No
739,28799,Single,Female,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Yes
740,11225,Married,Female,60000,2,Partial College,Professional,Yes,1,10+ Miles,North America,55,No
741,17657,Married,Male,40000,4,Partial College,Clerical,No,0,0-1 Miles,North America,30,No
742,14913,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Yes
743,14077,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
744,13296,Married,Male,110000,1,Bachelors,Management,Yes,3,5-10 Miles,North America,45,No
745,20535,Married,Female,70000,4,Partial College,Professional,Yes,1,10+ Miles,North America,56,No
746,12452,Married,Male,60000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Yes
747,28043,Married,Female,60000,2,Bachelors,Management,Yes,0,10+ Miles,North America,56,No
748,12957,Single,Female,70000,1,Bachelors,Professional,No,1,0-1 Miles,North America,44,No
749,15412,Married,Male,130000,2,Graduate Degree,Management,Yes,3,2-5 Miles,North America,69,No
750,20514,Married,Female,70000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,59,No
751,20758,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,No
752,11801,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
753,22211,Married,Male,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No
754,28087,Single,Female,40000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,No
755,23668,Married,Female,40000,4,High School,Professional,Yes,2,5-10 Miles,North America,59,Yes
756,27441,Married,Male,60000,3,High School,Professional,No,2,2-5 Miles,North America,53,No
757,27261,Married,Male,40000,1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Yes
758,18649,Single,Male,30000,1,High School,Clerical,Yes,2,1-2 Miles,North America,51,Yes
759,21714,Single,Female,80000,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No
760,23217,Single,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Yes
761,23797,Single,Male,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,50,No
